,time,temperatura_avg
12510,1996-01-01,
12511,1996-01-02,
12512,1996-01-03,
12513,1996-01-04,15.9
12514,1996-01-05,
12515,1996-01-06,
12516,1996-01-07,
12517,1996-01-08,
12518,1996-01-09,
12519,1996-01-10,
12520,1996-01-11,
12521,1996-01-12,
12522,1996-01-13,
12523,1996-01-14,
12524,1996-01-15,
12525,1996-01-16,
12526,1996-01-17,
12527,1996-01-18,10.7
12528,1996-01-19,
12529,1996-01-20,
12530,1996-01-21,
12531,1996-01-22,
12532,1996-01-23,13.1
12533,1996-01-24,
12534,1996-01-25,11.9
12535,1996-01-26,
12536,1996-01-27,
12537,1996-01-28,
12538,1996-01-29,
12539,1996-01-30,
12540,1996-01-31,
12541,1996-02-01,
12542,1996-02-02,
12543,1996-02-03,
12544,1996-02-04,
12545,1996-02-05,
12546,1996-02-06,
12547,1996-02-07,
12548,1996-02-08,
12549,1996-02-09,
12550,1996-02-10,
12551,1996-02-11,
12552,1996-02-12,
12553,1996-02-13,
12554,1996-02-14,
12555,1996-02-15,15.4
12556,1996-02-16,15.3
12557,1996-02-17,
12558,1996-02-18,
12559,1996-02-19,14.9
12560,1996-02-20,
12561,1996-02-21,
12562,1996-02-22,15.8
12563,1996-02-23,
12564,1996-02-24,
12565,1996-02-25,
12566,1996-02-26,
12567,1996-02-27,13.8
12568,1996-02-28,
12569,1996-02-29,
12570,1996-03-01,
12571,1996-03-02,
12572,1996-03-03,
12573,1996-03-04,18.3
12574,1996-03-05,
12575,1996-03-06,
12576,1996-03-07,
12577,1996-03-08,
12578,1996-03-09,
12579,1996-03-10,
12580,1996-03-11,
12581,1996-03-12,15.8
12582,1996-03-13,
12583,1996-03-14,
12584,1996-03-15,
12585,1996-03-16,
12586,1996-03-17,
12587,1996-03-18,
12588,1996-03-19,
12589,1996-03-20,
12590,1996-03-21,
12591,1996-03-22,
12592,1996-03-23,
12593,1996-03-24,
12594,1996-03-25,
12595,1996-03-26,
12596,1996-03-27,
12597,1996-03-28,
12598,1996-03-29,
12599,1996-03-30,
12600,1996-03-31,
12601,1996-04-01,
12602,1996-04-02,
12603,1996-04-03,
12604,1996-04-04,19.6
12605,1996-04-05,
12606,1996-04-06,
12607,1996-04-07,
12608,1996-04-08,
12609,1996-04-09,
12610,1996-04-10,
12611,1996-04-11,
12612,1996-04-12,
12613,1996-04-13,
12614,1996-04-14,
12615,1996-04-15,
12616,1996-04-16,
12617,1996-04-17,
12618,1996-04-18,
12619,1996-04-19,
12620,1996-04-20,
12621,1996-04-21,
12622,1996-04-22,
12623,1996-04-23,16.5
12624,1996-04-24,
12625,1996-04-25,17.7
12626,1996-04-26,
12627,1996-04-27,
12628,1996-04-28,
12629,1996-04-29,
12630,1996-04-30,
12631,1996-05-01,
12632,1996-05-02,
12633,1996-05-03,
12634,1996-05-04,
12635,1996-05-05,
12636,1996-05-06,
12637,1996-05-07,
12638,1996-05-08,
12639,1996-05-09,25.9
12640,1996-05-10,
12641,1996-05-11,
12642,1996-05-12,
12643,1996-05-13,
12644,1996-05-14,
12645,1996-05-15,
12646,1996-05-16,
12647,1996-05-17,
12648,1996-05-18,
12649,1996-05-19,
12650,1996-05-20,
12651,1996-05-21,
12652,1996-05-22,
12653,1996-05-23,27.4
12654,1996-05-24,
12655,1996-05-25,
12656,1996-05-26,
12657,1996-05-27,
12658,1996-05-28,
12659,1996-05-29,
12660,1996-05-30,
12661,1996-05-31,
12662,1996-06-01,
12663,1996-06-02,
12664,1996-06-03,
12665,1996-06-04,
12666,1996-06-05,
12667,1996-06-06,26.1
12668,1996-06-07,
12669,1996-06-08,
12670,1996-06-09,
12671,1996-06-10,
12672,1996-06-11,
12673,1996-06-12,28.0
12674,1996-06-13,
12675,1996-06-14,
12676,1996-06-15,
12677,1996-06-16,
12678,1996-06-17,
12679,1996-06-18,
12680,1996-06-19,26.1
12681,1996-06-20,
12682,1996-06-21,
12683,1996-06-22,
12684,1996-06-23,
12685,1996-06-24,
12686,1996-06-25,
12687,1996-06-26,
12688,1996-06-27,
12689,1996-06-28,
12690,1996-06-29,
12691,1996-06-30,
12692,1996-07-01,
12693,1996-07-02,
12694,1996-07-03,
12695,1996-07-04,
12696,1996-07-05,
12697,1996-07-06,
12698,1996-07-07,
12699,1996-07-08,
12700,1996-07-09,
12701,1996-07-10,
12702,1996-07-11,
12703,1996-07-12,26.3
12704,1996-07-13,
12705,1996-07-14,
12706,1996-07-15,
12707,1996-07-16,
12708,1996-07-17,
12709,1996-07-18,
12710,1996-07-19,
12711,1996-07-20,
12712,1996-07-21,
12713,1996-07-22,
12714,1996-07-23,
12715,1996-07-24,
12716,1996-07-25,
12717,1996-07-26,
12718,1996-07-27,
12719,1996-07-28,
12720,1996-07-29,
12721,1996-07-30,
12722,1996-07-31,
12723,1996-08-01,30.4
12724,1996-08-02,
12725,1996-08-03,
