datum,temperatura,leto,mesec
2019-08-01,26.1,2019,8
2019-08-02,24.8,2019,8
2019-08-03,23.4,2019,8
2019-08-04,23.5,2019,8
2019-08-05,23.7,2019,8
2019-08-06,24.4,2019,8
2019-08-07,25.6,2019,8
2019-08-08,25.1,2019,8
2019-08-09,25.4,2019,8
2019-08-10,26.2,2019,8
2019-08-11,28.2,2019,8
2019-08-12,27.6,2019,8
2019-08-13,27.5,2019,8
2019-08-14,22.7,2019,8
2019-08-15,21.7,2019,8
2019-08-16,22.8,2019,8
2019-08-17,22.5,2019,8
2019-08-18,23.4,2019,8
2019-08-19,24.6,2019,8
2019-08-20,25.5,2019,8
2019-08-21,26.0,2019,8
2019-08-22,25.1,2019,8
2019-08-23,26.1,2019,8
2019-08-24,26.8,2019,8
2019-08-25,25.5,2019,8
2019-08-26,26.1,2019,8
2019-08-27,26.0,2019,8
2019-08-28,26.0,2019,8
2019-08-29,25.8,2019,8
2019-08-30,27.2,2019,8
2019-08-31,28.5,2019,8
