datum,temperatura,leto,mesec
2020-03-01,9.9,2020,3
2020-03-02,10.4,2020,3
2020-03-03,10.1,2020,3
2020-03-04,6.4,2020,3
2020-03-05,4.9,2020,3
2020-03-06,5.7,2020,3
2020-03-07,7.2,2020,3
2020-03-08,5.5,2020,3
2020-03-09,5.9,2020,3
2020-03-10,8.6,2020,3
2020-03-11,11.5,2020,3
2020-03-12,11.9,2020,3
2020-03-13,8.0,2020,3
2020-03-14,6.5,2020,3
2020-03-15,4.1,2020,3
2020-03-16,4.8,2020,3
2020-03-17,7.9,2020,3
2020-03-18,11.4,2020,3
2020-03-19,11.5,2020,3
2020-03-20,11.9,2020,3
2020-03-21,8.5,2020,3
2020-03-22,3.2,2020,3
2020-03-23,0.7,2020,3
2020-03-24,1.4,2020,3
2020-03-25,1.1,2020,3
2020-03-26,3.4,2020,3
2020-03-27,8.7,2020,3
2020-03-28,9.7,2020,3
2020-03-29,10.8,2020,3
2020-03-30,4.7,2020,3
2020-03-31,2.8,2020,3
