datum,temperatura,leto,mesec
2019-07-01,26.0,2019,7
2019-07-02,23.2,2019,7
2019-07-03,20.4,2019,7
2019-07-04,19.0,2019,7
2019-07-05,21.5,2019,7
2019-07-06,23.6,2019,7
2019-07-07,20.7,2019,7
2019-07-08,17.6,2019,7
2019-07-09,17.2,2019,7
2019-07-10,17.1,2019,7
2019-07-11,18.0,2019,7
2019-07-12,18.5,2019,7
2019-07-13,17.1,2019,7
2019-07-14,17.4,2019,7
2019-07-15,17.5,2019,7
2019-07-16,18.6,2019,7
2019-07-17,20.4,2019,7
2019-07-18,19.9,2019,7
2019-07-19,21.0,2019,7
2019-07-20,22.8,2019,7
2019-07-21,22.8,2019,7
2019-07-22,22.6,2019,7
2019-07-23,24.5,2019,7
2019-07-24,25.8,2019,7
2019-07-25,25.6,2019,7
2019-07-26,24.5,2019,7
2019-07-27,24.0,2019,7
2019-07-28,19.3,2019,7
2019-07-29,20.2,2019,7
2019-07-30,22.6,2019,7
2019-07-31,22.5,2019,7
