datum,temperatura,leto,mesec
2018-04-01,10.3,2018,4
2018-04-02,10.9,2018,4
2018-04-03,11.6,2018,4
2018-04-04,12.0,2018,4
2018-04-05,12.4,2018,4
2018-04-06,12.4,2018,4
2018-04-07,12.3,2018,4
2018-04-08,11.9,2018,4
2018-04-09,14.1,2018,4
2018-04-10,13.6,2018,4
2018-04-11,13.9,2018,4
2018-04-12,13.5,2018,4
2018-04-13,13.2,2018,4
2018-04-14,13.9,2018,4
2018-04-15,19.5,2018,4
2018-04-16,16.7,2018,4
2018-04-17,17.3,2018,4
2018-04-18,18.6,2018,4
2018-04-19,19.3,2018,4
2018-04-20,20.2,2018,4
2018-04-21,18.3,2018,4
2018-04-22,16.5,2018,4
2018-04-23,16.5,2018,4
2018-04-24,17.2,2018,4
2018-04-25,18.4,2018,4
2018-04-26,19.2,2018,4
2018-04-27,18.5,2018,4
2018-04-28,18.9,2018,4
2018-04-29,18.6,2018,4
2018-04-30,18.4,2018,4
