datum,temperatura,leto,mesec
2019-05-01,13.7,2019,5
2019-05-02,14.4,2019,5
2019-05-03,13.0,2019,5
2019-05-04,10.7,2019,5
2019-05-05,7.2,2019,5
2019-05-06,6.5,2019,5
2019-05-07,9.3,2019,5
2019-05-08,10.8,2019,5
2019-05-09,10.4,2019,5
2019-05-10,11.0,2019,5
2019-05-11,14.4,2019,5
2019-05-12,10.4,2019,5
2019-05-13,9.1,2019,5
2019-05-14,8.4,2019,5
2019-05-15,7.1,2019,5
2019-05-16,9.6,2019,5
2019-05-17,11.3,2019,5
2019-05-18,12.3,2019,5
2019-05-19,14.0,2019,5
2019-05-20,13.6,2019,5
2019-05-21,13.3,2019,5
2019-05-22,15.7,2019,5
2019-05-23,15.6,2019,5
2019-05-24,15.9,2019,5
2019-05-25,17.3,2019,5
2019-05-26,18.0,2019,5
2019-05-27,15.5,2019,5
2019-05-28,15.1,2019,5
2019-05-29,12.1,2019,5
2019-05-30,11.3,2019,5
2019-05-31,14.7,2019,5
