datum,temperatura,leto,mesec
2020-03-01,9.4,2020,3
2020-03-02,9.5,2020,3
2020-03-03,10.0,2020,3
2020-03-04,7.4,2020,3
2020-03-05,6.2,2020,3
2020-03-06,6.5,2020,3
2020-03-07,8.5,2020,3
2020-03-08,7.7,2020,3
2020-03-09,6.8,2020,3
2020-03-10,7.9,2020,3
2020-03-11,8.9,2020,3
2020-03-12,9.9,2020,3
2020-03-13,11.4,2020,3
2020-03-14,10.5,2020,3
2020-03-15,8.3,2020,3
2020-03-16,7.9,2020,3
2020-03-17,8.1,2020,3
2020-03-18,13.1,2020,3
2020-03-19,12.9,2020,3
2020-03-20,11.0,2020,3
2020-03-21,11.6,2020,3
2020-03-22,7.6,2020,3
2020-03-23,4.1,2020,3
2020-03-24,4.6,2020,3
2020-03-25,4.2,2020,3
2020-03-26,5.4,2020,3
2020-03-27,10.4,2020,3
2020-03-28,12.0,2020,3
2020-03-29,11.9,2020,3
2020-03-30,8.1,2020,3
2020-03-31,5.3,2020,3
